,position,description,total_price,unit_price,url,region,transit_duration_大钟寺地铁站,transit_distance_大钟寺地铁站,transit_fee_大钟寺地铁站,transit_duration_国贸大厦A座,transit_distance_国贸大厦A座,transit_fee_国贸大厦A座,driving_duration_大钟寺地铁站,driving_distance_大钟寺地铁站,driving_fee_大钟寺地铁站,driving_duration_国贸大厦A座,driving_distance_国贸大厦A座,driving_fee_国贸大厦A座
1250,京通苑,中楼层(共24层)3室1厅|90.66平米|东北,432万,"47,651元/平",https://bj.ke.com/ershoufang/101116426358.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1251,管庄西里,高楼层(共24层)|2004年建|3室1厅|110.44平米|西南,432万,"39,117元/平",https://bj.ke.com/ershoufang/101116345812.html,guanzhuang,4550,1963,6.0,2848,1979,4.0,1905,27927,85,1286,12956,35
1252,京通苑,低楼层(共24层)|2003年建|1室1厅|65.5平米|西南,317万,"48,397元/平",https://bj.ke.com/ershoufang/101116298947.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1253,汇鸿家园,顶层(共9层)|2005年建|3室1厅|93.5平米|东北,402万,"42,995元/平",https://bj.ke.com/ershoufang/101116243608.html,guanzhuang,4303,2032,6.0,3145,2536,4.0,1817,27476,83,1128,12505,34
1254,京通苑,低楼层(共24层)|2003年建|2室1厅|86.22平米|西南,369万,"42,798元/平",https://bj.ke.com/ershoufang/101116240249.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1255,管庄西里,高楼层(共24层)|2004年建|1室1厅|65.24平米|东,280万,"42,919元/平",https://bj.ke.com/ershoufang/101116200732.html,guanzhuang,4550,1963,6.0,2848,1979,4.0,1905,27927,85,1286,12956,35
1256,京通苑,高楼层(共24层)|1998年建|3室1厅|93.96平米|东北,418万,"44,488元/平",https://bj.ke.com/ershoufang/101116160268.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1257,京通苑,高楼层(共24层)|1999年建|2室1厅|87.11平米|东南,446万,"51,200元/平",https://bj.ke.com/ershoufang/101116138070.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1258,周井大院,底层(共5层)3室1厅|78.87平米|南北,356万,"45,138元/平",https://bj.ke.com/ershoufang/101116050551.html,guanzhuang,4435,1935,6.0,2644,1951,4.0,1743,27070,82,1032,12099,33
1259,管庄西里,低楼层(共24层)|2002年建|3室1厅|94.04平米|东,365万,"38,814元/平",https://bj.ke.com/ershoufang/101115960421.html,guanzhuang,4550,1963,6.0,2848,1979,4.0,1905,27927,85,1286,12956,35
1260,京通苑,中楼层(共18层)2室1厅|62.89平米|东,278万,"44,205元/平",https://bj.ke.com/ershoufang/101115836488.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1261,管庄西里,高楼层(共24层)|2004年建|2室1厅|93.37平米|南西,376万,"40,270元/平",https://bj.ke.com/ershoufang/101115830027.html,guanzhuang,4550,1963,6.0,2848,1979,4.0,1905,27927,85,1286,12956,35
1262,华龙美树,高楼层(共16层)|2006年建|1室1厅|59.82平米|南,389万,"65,029元/平",https://bj.ke.com/ershoufang/101115710517.html,guanzhuang,3786,1178,6.0,1995,1194,4.0,1707,26813,81,1034,11842,33
1263,汇鸿家园,中楼层(共9层)|2005年建|2室1厅|70.88平米|东南,380万,"53,612元/平",https://bj.ke.com/ershoufang/101115627725.html,guanzhuang,4303,2032,6.0,3145,2536,4.0,1817,27476,83,1128,12505,34
1264,烟厂宿舍,底层(共6层)|1986年建|2室1厅|61.24平米|南北,339万,"55,356元/平",https://bj.ke.com/ershoufang/101115380134.html,guanzhuang,4260,1731,6.0,2469,1747,4.0,1820,27120,82,1129,12149,34
1265,周井大院,中楼层(共5层)|1983年建|2室1厅|51.82平米|南,220万,"42,455元/平",https://bj.ke.com/ershoufang/101115322693.html,guanzhuang,4435,1935,6.0,2644,1951,4.0,1743,27070,82,1032,12099,33
1266,华龙美树,低楼层(共19层)|2005年建|1室1厅|36.76平米|北,230万,"62,569元/平",https://bj.ke.com/ershoufang/101117529032.html,guanzhuang,3786,1178,6.0,1995,1194,4.0,1707,26813,81,1034,11842,33
1267,尚东阁,顶层(共9层)2室1厅|74.2平米|东南,349万,"47,036元/平",https://bj.ke.com/ershoufang/101117528819.html,guanzhuang,4637,2170,6.0,2845,2186,4.0,1912,28075,85,1197,13104,34
1268,汇鸿家园,高楼层(共9层)|2005年建|3室0厅|93.5平米|西北,450万,"48,129元/平",https://bj.ke.com/ershoufang/101117525195.html,guanzhuang,4303,2032,6.0,3145,2536,4.0,1817,27476,83,1128,12505,34
1269,汇鸿家园,高楼层(共11层)|2005年建|2室2厅|84.19平米|南,498万,"59,152元/平",https://bj.ke.com/ershoufang/101117523045.html,guanzhuang,4303,2032,6.0,3145,2536,4.0,1817,27476,83,1128,12505,34
1270,京通苑,顶层(共24层)|1998年建|1室1厅|64.06平米|南,285万,"44,490元/平",https://bj.ke.com/ershoufang/101117517964.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1271,京通苑,中楼层(共24层)|1999年建|2室1厅|71.27平米|东南北,319万,"44,760元/平",https://bj.ke.com/ershoufang/101117516695.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1272,管庄西里,中楼层(共5层)|1976年建|2室1厅|61.76平米|南北,305万,"49,385元/平",https://bj.ke.com/ershoufang/101117496341.html,guanzhuang,4550,1963,6.0,2848,1979,4.0,1905,27927,85,1286,12956,35
1273,管庄西里,低楼层(共6层)|1979年建|2室1厅|52.79平米|南,325万,"61,565元/平",https://bj.ke.com/ershoufang/101117493095.html,guanzhuang,4550,1963,6.0,2848,1979,4.0,1905,27927,85,1286,12956,35
1274,瑞祥里,底层(共6层)|2008年建|1室1厅|66.02平米|南北,279万,"42,260元/平",https://bj.ke.com/ershoufang/101117483935.html,guanzhuang,4924,2081,6.0,2748,1277,3.0,1849,29641,91,1187,14670,39
1275,管庄西里,中楼层(共6层)|2000年建|3室2厅|99.61平米|西北,399万,"40,057元/平",https://bj.ke.com/ershoufang/101117482707.html,guanzhuang,4550,1963,6.0,2848,1979,4.0,1905,27927,85,1286,12956,35
1276,京通苑,低楼层(共21层)|2000年建|2室2厅|108.71平米|西南,482万,"44,339元/平",https://bj.ke.com/ershoufang/101117482186.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1277,华龙美树,低楼层(共19层)|2005年建|1室0厅|36.76平米|北,235万,"63,929元/平",https://bj.ke.com/ershoufang/101117478292.html,guanzhuang,3786,1178,6.0,1995,1194,4.0,1707,26813,81,1034,11842,33
1278,汇鸿家园,中楼层(共10层)|2006年建|2室1厅|73.96平米|南北,466万,"63,008元/平",https://bj.ke.com/ershoufang/101117469105.html,guanzhuang,4303,2032,6.0,3145,2536,4.0,1817,27476,83,1128,12505,34
1279,烟厂宿舍,底层(共6层)|1986年建|1室1厅|42.15平米|南,238万,"56,466元/平",https://bj.ke.com/ershoufang/101117467277.html,guanzhuang,4260,1731,6.0,2469,1747,4.0,1820,27120,82,1129,12149,34
1280,汇鸿家园,中楼层(共11层)|2004年建|2室1厅|81.86平米|南,458万,"55,950元/平",https://bj.ke.com/ershoufang/101117458080.html,guanzhuang,4303,2032,6.0,3145,2536,4.0,1817,27476,83,1128,12505,34
1281,汇鸿家园,底层(共10层)2室1厅|73.8平米|南北,435万,"58,944元/平",https://bj.ke.com/ershoufang/101117433085.html,guanzhuang,4303,2032,6.0,3145,2536,4.0,1817,27476,83,1128,12505,34
1282,管庄西里,顶层(共6层)|1980年建|2室1厅|53.62平米|南,293万,"54,644元/平",https://bj.ke.com/ershoufang/101117428998.html,guanzhuang,4550,1963,6.0,2848,1979,4.0,1905,27927,85,1286,12956,35
1283,瑞祥里,中楼层(共6层)2室1厅|80.73平米|南北,400万,"49,548元/平",https://bj.ke.com/ershoufang/101117413260.html,guanzhuang,4924,2081,6.0,2748,1277,3.0,1849,29641,91,1187,14670,39
1284,京通苑,低楼层(共24层)|1998年建|2室1厅|90.45平米|西南,382万,"42,234元/平",https://bj.ke.com/ershoufang/101117411438.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1285,京通苑,顶层(共6层)|1996年建|1室1厅|55.04平米|南北,258万,"46,875元/平",https://bj.ke.com/ershoufang/101117410411.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1286,京通苑,低楼层(共24层)|2003年建|2室1厅|86.22平米|西南,420万,"48,713元/平",https://bj.ke.com/ershoufang/101117398435.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
1287,京通苑,低楼层(共18层)|2000年建|3室1厅|94.67平米|东北,435万,"45,950元/平",https://bj.ke.com/ershoufang/101117378835.html,guanzhuang,3988,1202,6.0,2196,1218,4.0,1793,28998,88,1125,14027,36
